ID,Species,Owner,Country.of.Origin,Farm.Name,Company,Altitude,Region,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points
994,Arabica,obed rendon ponce,Mexico,"san fernando, chiapas",cafetera el grande s.a. de c.v.,1650,san fernando,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,81.08
995,Arabica,diego manuel woolrich ramirez,Mexico,cafetal sinai,,1300,santo reyes nopala,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,07.08,81.08
996,Arabica,gerardo hernandez valderrabano,Mexico,,comercializadora profesional mexicana s.a. de c.v.,1642,santa maria sitepec,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08
997,Arabica,balbino ramirez flores,Mexico,el desmoronado,,1200,talpa de allende,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,81.08
998,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kpfc,,,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,81.08
999,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,bourbon specialty coffees,,grama valley,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,81
1000,Arabica,consejo salvadoreño del café,El Salvador,santa josefita,soc. coop. cuzcachapa de r.l.,1450,apaneca,Washed / Wet,7.42,07.08,07.08,7.33,7.25,7.58,10,10,10,7.25,81
1001,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,bourbon specialty coffees,,grama valley,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81
1002,Arabica,juan luis alvarado romero,Guatemala,chapultepec,"unex guatemala, s.a.",3280,norte,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,81
1003,Arabica,racafe & cia s.c.a,Colombia,,racafe & cia s.c.a,1600,guayata,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,81
1004,Arabica,juan luis alvarado romero,Guatemala,el papaturro,"unex guatemala, s.a.",4000psn,oriente,Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,81
1005,Arabica,"lin, che-hao krude 林哲豪",Taiwan,jing jing café 晶晶坊青山咖啡教室,taiwan coffee laboratory,758m,"dongshan dist., tainan city 臺南市東山區",Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,81
1006,Arabica,mayra yessenia torres,Honduras,el cerron,"olam honduras, s.a.",1350 snn,san marcos,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,81
1007,Arabica,bourbon specialty coffees,Brazil,,bourbon specialty coffees,,cerrado,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,81
1008,Arabica,mlimani ngarashi,"Tanzania, United Republic Of",rural cooperative society,mlimani ngarashi,1525 m,arusha,Washed / Wet,7.33,7.33,07.08,7.42,7.17,7.33,10,10,10,7.33,81
1009,Arabica,kyagalanyi ltd,Uganda,kapchorwa,kyagalanyi coffee ltd,1700,eastern,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,81
1010,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,taiwan hao ka 台灣好咖莊園,blossom valley宸嶧國際,1100 m,nantou,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,81
1011,Arabica,doi tung development project,Thailand,doi tung development project,doi tung development project,800++,thailand,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,81
1012,Arabica,alejandro garcia palacios,Mexico,finca el gavilancillo,industrializadora de kaffee andes s.a. de c.v.,950,"motozintla, chiapas",Washed / Wet,07.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,81
1013,Arabica,organizaciones de productores de cafe colimense,Mexico,,organizaciones de productores de cafe colimense sa de cv,1100,adolfo lopez mateos,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,81
1014,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,八杞莊園,八杞莊園,200,taiwan,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,80.92
1015,Arabica,juan luis alvarado romero,Guatemala,la esperanza,"unex guatemala, s.a.",1901,oriente,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92
1016,Arabica,lydiah mwangi,Kenya,thiririka/maara,c dorman ltd,1600,kiambu,Washed / Wet,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,80.92
1017,Arabica,grupo santab s.a de c.v.,Mexico,finca monte azúl,grupo santab s.a. de c.v.,1100,veracruz,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,80.92
1018,Arabica,min hlaing,Myanmar,sithar coffee farm,"sithar coffee co., ltd.",3500 ft,pyinoolwin,Other,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,80.92
1019,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.42,07.08,7.17,7.17,7.58,7.25,10,10,10,7.25,80.92
1020,Arabica,karatu estate,"Tanzania, United Republic Of",karatu estate,karatu estate,1700,"manyara, karatu",Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92
1021,Arabica,jacques pereira carneiro,Brazil,sertao farm,exportadora de cafés carmo de minas ltda,1200,mantiqueira de minas,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,80.92
1022,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,張文進莊園,宸嶧國際,550公尺,台中新社,Washed / Wet,7.92,7.67,7.33,07.08,07.08,07.08,10,10,10,6.75,80.92
1023,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1100,south of minas,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,80.92
1024,Arabica,chris finch,Nicaragua,,volcafe specialty coffee,between 700 and 1400 meters,matagalpa,Washed / Wet,7.33,07.08,7.25,7,7.5,7.42,10,10,10,7.33,80.92
1025,Arabica,juan luis alvarado romero,Guatemala,el morito,"armajaro guatemala, s. a.",5000 ft.,jalapa,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,07.08,80.92
1026,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,bi yun si shi yi 碧云四十一咖啡坊,blossom valley宸嶧國際,900 m,taichung taiping 台中市太平區,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92
1027,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,bai he lin coffee 白鶴林咖啡莊園,blossom valley宸嶧國際,688 m,nantou,Other,7.25,7.17,07.08,07.08,07.08,08.08,10,10,10,7.17,80.92
1028,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,heng lu coffee 橫鹿咖啡,blossom valley宸嶧國際,300 m,new taipei zhonghe 新北市中和區,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92
1029,Arabica,eduardo luis augusto velazquez solis,Mexico,"olotlan, el plan, criollo garnica",,1186,ixhuatlan del cafe,Washed / Wet,7.58,7.33,07.08,7.5,7.17,7.25,10,10,10,7,80.92
1030,Arabica,doi tung development project,Thailand,doi tung development project,,,,,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,80.92
1031,Arabica,cqi taiwan icp cqi台灣合作夥伴,Laos,savan coffee bean,宸嶧國際,1300,"paksong,laos",Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83
1032,Arabica,the coffee source inc.,Guatemala,several,the coffee source inc.,1200,orient,Washed / Wet,7.67,7.25,07.08,7.33,7.17,7.25,10,10,10,07.08,80.83
1033,Arabica,luis roberto fermoso beltran,Mexico,la victoria pante nubes,productora rural la victoria s.p.r. de r.l.,1210,motozintla,Semi-washed / Semi-pulped,7.17,07.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83
1034,Arabica,jose manuel vergara cortes,Mexico,finca santa clara,café san blas,1100,oaxaca,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83
1035,Arabica,christina dusing,Mexico,selva negra,,100,veracruz,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83
1036,Arabica,kona pacific farmers cooperative,United States (Hawaii),,cqi,,kona,Washed / Wet,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,80.83
1037,Arabica,exportadora de cafe condor s.a,Colombia,,,1800 m.s.n.m,huila,,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,80.83
1038,Arabica,bourbon specialty coffees,Brazil,castelhana farm,bourbon specialty coffees,,monte carmelo,Natural / Dry,7.17,7.25,07.08,7.17,7.25,7.58,10,10,10,7.25,80.75
1039,Arabica,u soe,Myanmar,myaing,,3825,ywar ngan,Washed / Wet,6.92,7.5,7,7.58,7.5,07.08,10,10,10,7.17,80.75
1040,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,exportcafe,5440-5760 metros,huehuetenango,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75
1041,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,cafetales santa matilde,"comercial internacional exportadora, s.a.",1100.00 mosl,jinotega,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75
1042,Arabica,bismarck castro,Honduras,juan damaso,cigrah s.a de c.v,1450 masl,"siguatepeque, comayagua",Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10,10,10,07.08,80.75
1043,Arabica,essencecoffee,Panama,elida estate,essence coffee,1680m,boquete,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75
1044,Arabica,cadexsa,Honduras,bethel,cadexsa,1350,marcala,Washed / Wet,7.42,7.17,07.08,7.42,7.25,7.25,10,10,10,7.17,80.75
1045,Arabica,,Honduras,los hicaques,cigrah,1450 mals,central region,Natural / Dry,7.25,7.33,07.08,7.5,7.25,7.33,10,10,10,7,80.75
1046,Arabica,the coffee source inc.,Costa Rica,several,the coffee source inc.,1300 msnm,san ramon,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75
1047,Arabica,diego manuel woolrich ramirez,Mexico,san josé y el portillo,,1200,oaxaca,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75
1048,Arabica,myriam kaplan-pasternak,Haiti,2000 farms,haiti coffee,~1000 meters,haiti,Washed / Wet,7.42,7,7.42,7.25,07.08,7.33,10,10,10,7.25,80.75
1049,Arabica,kona pacific farmers cooperative,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,07.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,80.75
1050,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,胖胖糖,宸嶧國際,,taiwan,Other,7.33,07.08,07.08,07.08,7.42,7.33,10,10,10,7.33,80.67
1051,Arabica,aulia arif syahri,Indonesia,darmawi,pt. olam indonesia,1200-1500,sumatra brastagi,Semi-washed / Semi-pulped,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67
1052,Arabica,juan luis alvarado romero,Guatemala,finca medina,"siembras vision, s.a.",1500msnm,antigua,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67
1053,Arabica,"ceca, s.a.",Costa Rica,gamboa,"ceca,s.a.",1.85,tarrazu,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67
1054,Arabica,afca,Malawi,makoka valley estate,r.w.j wallace ltd,990-1000m,southern- zomba,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67
1055,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,"el desmoronado, talpan de allende jalisco",cafe don balbino s.c. de r.l. de c.v.,1200,"el desmoronado, talpan de allende jalisco",Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67
1056,Arabica,compañia colombiana agroindustrial s.a,Colombia,,ecom cca sa,1550,santander,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67
1057,Arabica,juan luis alvarado romero,Guatemala,santo tomas pachuj,"finca santo tomas pachuj, guatemala",1550,"san lucas toliman, solola",Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67
1058,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,"unex guatemala, s.a.",,oriente,Washed / Wet,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,80.67
1059,Arabica,juan luis alvarado romero,Guatemala,chiquimulja / alpha cafe / senfro,"unex guatemala, s.a.",,oriente,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,80.67
1060,Arabica,racafe & cia s.c.a,Colombia,,,,,,7.17,7.25,07.08,7.42,07.08,7.42,10,10,10,7.25,80.67
1061,Arabica,bourbon specialty coffees,Brazil,leticia farm,bourbon specialty coffees,,monte carmelo,,7.33,7.25,7.33,07.08,7.58,7.25,9.33,10,10,7.42,80.58
1062,Arabica,"exportadora atlantic, s.a.",Nicaragua,los saltarines,exportadora atlantic s.a,,nueva segovia,,07.08,7.5,7,7.25,7.42,7,10,10,10,7.33,80.58
1063,Arabica,burka coffee estate,"Tanzania, United Republic Of",burka coffee estates,burka coffee estate,1400,arusha,Washed / Wet,7.25,07.08,07.08,7.33,7.33,7.25,10,10,10,7.25,80.58
1064,Arabica,ipanema coffees,Brazil,rio verde,ipanema coffees,1200,south of minas,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,07.08,7.25,10,10,10,7.25,80.58
1065,Arabica,beneficio santa rosa,Honduras,bsr,beneficio santa rosa s.a.,1400 m.s.n.m.,occidental,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58
1066,Arabica,juan luis alvarado romero,Guatemala,finca el naranjal,exportcafe,4540 metros,huehuetenango,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58
1067,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58
1068,Arabica,racafe & cia s.c.a,Colombia,,,,,,07.08,7.25,7,7.5,07.08,7.33,10,10,10,7.33,80.58
1069,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,王秋金,王秋金,50,taiwan,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5
1070,Arabica,juan luis alvarado romero,Guatemala,el guayabo,"peter schoelfeld, s.a",1500,santa rosa,Washed / Wet,7.33,7.25,07.08,7.17,7.25,7.17,10,10,10,7.25,80.5
1071,Arabica,janny marlith torres,Honduras,la bendicion,coffee planet corporation s.a,1650,ocotepeque,Washed / Wet,7.58,7.33,7,7.17,7.33,07.08,10,10,10,7,80.5
1072,Arabica,case noyale ltd,Mauritius,case noyale ltd,compagnie sucrière de bel ombre ltd,280,chamarel (south west),,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5
1073,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,bourbon specialty coffees,1250 m,vale da grama,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5
1074,Arabica,shwe yin mar coffee,Myanmar,mixed,shwe yin mar coffee,3800,pyin oo lwin,Washed / Wet,7.17,7.33,7.17,7.42,7.25,07.08,10,10,10,07.08,80.5
1075,Arabica,juan luis alvarado romero,Guatemala,various,outspan guatemala s.a.,4000 p.s.n.m.,oriente,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5
1076,Arabica,jacques pereira carneiro,Brazil,pereira estate coffee,exportadora de cafés carmo de minas ltda,1250,mantiqueira de minas,Semi-washed / Semi-pulped,7.42,7.42,07.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5
1077,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5
1078,Arabica,juan luis alvarado romero,Guatemala,barranca de las flores,exportcafe,6100 metros,huehuetenango,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5
1079,Arabica,israel eduardo paz garcia,Mexico,peña negra,cafeorganico.mx,1450,zaragoza itundujia,Washed / Wet,7.25,7.25,07.08,7.33,7.25,7.17,10,10,10,7.17,80.5
1080,Arabica,cadexsa,Honduras,bethel,cadexsa,1450,marcala,,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42
1081,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,春風咖啡,宸嶧國際,600公尺,南投國姓,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42
1082,Arabica,lusso lab,El Salvador,finca la fany,lusso coffee lab,1450m,"department of ahuachapan, municipality of apanecallamatepec mountain",Washed / Wet,7.33,7.17,07.08,07.08,7.33,7.17,10,10,10,7.25,80.42
1083,Arabica,adam ciruli ye,China,alicia's farm,yunnan new century tech inc.,1700,yunnan,Washed / Wet,7.25,07.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42
1084,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guoxing farm coffee 國姓農場咖啡        ,blossom valley宸嶧國際,600 m,nantou,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42
1085,Arabica,alfredo bojalil,Mexico,copalita,ecomtrading,1050,pochutla,Washed / Wet,6.92,7.17,07.08,7.5,7.33,7.17,10,10,10,7.25,80.42
1086,Arabica,armando luis pohlenz martinez,Mexico,,beneficio custepec s.a. de c.v.,1550,la concordia,Washed / Wet,7.42,07.08,07.08,7.33,7.25,7.17,10,10,10,07.08,80.42
1087,Arabica,simon mahinda,Burundi,,sangana commodities k limited,1700,mumirwa,,07.08,7.25,7.17,7.33,07.08,07.08,10,10,10,7.33,80.33
1088,Arabica,delfina leon shine,"Tanzania, United Republic Of",delfina farm,delfina farm,1700,mkuu rombo,Washed / Wet,7.25,7.17,7,7.25,7.42,07.08,10,10,10,7.17,80.33
1089,Arabica,kongoni estate,"Tanzania, United Republic Of",kongoni estate,kongoni estate,,arusha,Washed / Wet,7.25,7.17,7.25,7.25,7.25,07.08,10,10,10,07.08,80.33
1090,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,tokoffee莊園,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Other,7.25,7.25,07.08,7.25,7.25,7.25,10,10,10,7,80.33
1091,Arabica,juan luis alvarado romero,Guatemala,la castellana,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33
1092,Arabica,miguel cortes moreno,Mexico,,estrategias constructivas corzu s.a. de c.v.,940,chilón,Semi-washed / Semi-pulped,7.25,07.08,07.08,7.33,7.33,7.17,10,10,10,07.08,80.33
1093,Arabica,kona pacific farmers cooperative,United States (Hawaii),,cqi,,kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,07.08,80.33
1094,Arabica,ethiopia commodity exchange,Ethiopia,,,,kelem welega,,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,07.08,80.33
1095,Arabica,volcafe ltda. - brasil,Brazil,são rafael_ ra/ras certified,volcafe ltda.,995,cerrado - monte carmelo - minas gerais,Natural / Dry,7.17,7.33,7.42,07.08,7,7,10,10,10,7.25,80.25
1096,Arabica,bismarck castro,Honduras,las moras,cigrah s.a de c.v,1400,comayagua,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25
1097,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cortapico,cafe don balbino s.c. de r.l. de c.v.,1600,sierra madre occidental,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25
1098,Arabica,bob mccauley,Myanmar,waylead farms,"waylead industrial co, ltd.",3000 ft,"yauk sauk, shan state",Natural / Dry,8,07.08,7,7.33,07.08,6.92,10,10,10,6.83,80.25
1099,Arabica,u htun htun,Myanmar,thein kone,,4287,ywar ngan,Natural / Dry,7.42,7,07.08,7,7.17,7.33,10,10,10,7.25,80.25
1100,Arabica,gloria antonieta escobar urrutia,Nicaragua,finca el consuelo,zeas escobar y compañía limitada,900 m.s.n.m.,matagalpa,Washed / Wet,07.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25
1101,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.5,07.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25
1102,Arabica,honor dela fuente,Colombia,,costco wholesale industries,,,Washed / Wet,7.42,8,7.83,7.75,08.08,7.58,8.67,8.67,8.67,7.58,80.25
1103,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,weng hui ling 翁惠鈴,blossom valley宸嶧國際,700 m,chiayi fanlu嘉義縣番路鄉,Semi-washed / Semi-pulped,7.25,07.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25
1104,Arabica,the coffee source inc.,Guatemala,several,the coffee source inc.,1400,oriente,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25
1105,Arabica,saul m. hernandez ramirez,Mexico,mirador,,808,"calnali, hidalgo",Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25
1106,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,"sunvirtue co., ltd.",1550,dala,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17
1107,Arabica,"exportadora atlantic, s.a.",Nicaragua,los mesones,exportadora atlantic s.a,1100 - 1275 mts,jinotega,Washed / Wet,7.17,07.08,07.08,7.33,7.25,07.08,10,10,10,7.17,80.17
1108,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,1400 msnm,marcala,Washed / Wet,7.25,7.25,7,7.17,07.08,07.08,10,10,10,7.33,80.17
1109,Arabica,juan luis alvarado romero,Guatemala,el morito,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17
1110,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",café katsina,1250,coatepec,Washed / Wet,7.33,07.08,6.92,7.42,7.25,07.08,10,10,10,07.08,80.17
1111,Arabica,israel eduardo paz garcia,Mexico,el carrizo,cafeorganico.mx,1550,zaragoza itundujia,Washed / Wet,7.58,7.42,7.33,7.5,07.08,7.17,8.67,10,10,7.42,80.17
1112,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,cafes de naranjal s.a. de c.v,1000,veracruz,Washed / Wet,7.33,7.33,7.17,07.08,7.25,7,10,10,10,7,80.17
1113,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",4300,oriente,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17
1114,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,kona,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17
1115,Arabica,brayan cunha souza,Brazil,,carmo coffees,1100,mantiqueira de minas,Pulped natural / honey,7.17,7.17,7,7.17,7.25,7.25,10,10,10,07.08,80.08
1116,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,宸嶧國際,850公尺,苗栗泰安,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08
1117,Arabica,honor dela fuente,Nicaragua,,costco wholesale industries,,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,07.08,80.08
1118,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,blossom valley宸嶧國際,200 m,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Other,7.25,7.25,7.25,7.25,07.08,7,10,10,10,7,80.08
1119,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,a shu she coffee 阿束社咖啡莊園,blossom valley宸嶧國際,150 m,changhua baguashan 彰化市八卦山,Washed / Wet,7.25,7.25,7.25,7,7.25,07.08,10,10,10,7,80.08
1120,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,wu kun shan coffee 吳焜山咖啡園,blossom valley宸嶧國際,250 m,changhua baguashan 彰化市八卦山,Semi-washed / Semi-pulped,7.25,7.25,7.25,07.08,7.17,07.08,10,10,10,7,80.08
1121,Arabica,israel eduardo paz garcia,Mexico,el tabaco,cafeorganico.mx,1300,zaragoza itundujia,Washed / Wet,7.33,7.17,7.25,07.08,07.08,07.08,10,10,10,07.08,80.08
1122,Arabica,federico pacheco perez,Mexico,,,1300,escuitla,Washed / Wet,7.25,07.08,7,7.17,7.33,7.17,10,10,10,07.08,80.08
1123,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,"comercial internacional exportadora, s.a.",1250,jinotega,Washed / Wet,7.33,07.08,6.92,07.08,7.42,7.17,10,10,10,7,80
1124,Arabica,ngu shwe li,Myanmar,doe kwin,ngu shwe li coffee estate,3845,"doe kwin, pyin oo lwin",Washed / Wet,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80
1125,Arabica,kurt kappeli,Mexico,various,globus coffee,1300 to 1500 meters,"sierra fraylesca, chiapas",Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80
1126,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,zhang li hong coffee 張立宏咖啡莊園,blossom valley宸嶧國際,250 m,changhua baguashan 彰化市八卦山,Washed / Wet,7.25,7.25,7.25,7,7.25,7,10,10,10,7,80
1127,Arabica,doi tung development project,Thailand,doi tung development project,doi tung development project,800++,thailand,Washed / Wet,7.33,6.67,07.08,7.42,7.42,07.08,10,10,10,7,80
1128,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",,1250,coatepec,Washed / Wet,7.25,7.25,07.08,7.17,7.33,7.33,9.33,10,10,7.25,80
1129,Arabica,semiramis casas velazquez,Mexico,"santa clara, california y camila",,1100,san miguel del puerto,Washed / Wet,07.08,7.33,7,7.33,07.08,7,10,10,10,7.17,80
1130,Arabica,ethiopia commodity exchange,Ethiopia,"phone number | 0911-51-08-01, email | at",,,limu,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80
1131,Arabica,federacion nacional de cafeteros,Colombia,,federacion nacional de cafeteros,,huila,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92
1132,Arabica,eileen koyanagi,United States (Hawaii),,kona pacific farmers cooperative,,kona,Natural / Dry,7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92
1133,Arabica,calixto guillen vazquez,Mexico,various,"finca triunfo verde, s.c.",1300,chiapas,Washed / Wet,7.33,07.08,07.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92
1134,Arabica,alejandro garcia palacios,Mexico,finca buenos aires,industrializadora de kaffee andes s.a. de c.v.,1100,"motozintla, chiapas",Washed / Wet,7.17,7.17,6.92,7.25,7.33,07.08,10,10,10,7,79.92
